genero,title,specs,price,id,developer,anio
Action,Medal of Honor: Airborne,"['Single-player', 'Multi-player']",9.99,24840,EA Los Angeles,2007
Racing,Need for Speed: Shift,"['Single-player', 'Multi-player']",19.99,24870,Slightly Mad Studios,2009
Strategy,Command &amp; Conquer: Red Alert 3 - Uprising,['Single-player'],19.99,24800,EA Los Angeles,2009
Strategy,The Stronghold Collection,"['Single-player', 'Multi-player']",19.99,901735,FireFly Studios,2009
Strategy,East India Company: Privateer,"['Single-player', 'Downloadable Content']",4.99,42800,Nitro Games,2009
Action,Painkiller: Resurrection,"['Single-player', 'Multi-player']",9.99,39560,Homegrown Games,2009
Strategy,SpellForce 2 - Anniversary Edition,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Cloud', 'Includes level editor']",14.99,39550,"Phenomic,THQ Nordic",2009
Adventure,Secret Files: Tunguska,['Single-player'],9.99,40330,Animation Arts,2009
Strategy,Rush for Berlin Gold,"['Single-player', 'Multi-player']",4.99,40320,Stormregion,2009
Adventure,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,['Single-player'],19.99,31200,Telltale Games,2009
Strategy,Men of War: Red Tide,"['Single-player', 'Steam Cloud']",4.99,3130,1C Company,2009
Action,Hammerfight,['Single-player'],4.99,41100,Konstantin Koshutin,2009
Action,SpellForce - Platinum Edition,['Single-player'],9.99,39540,Phenomic,2009
Strategy,Massive Assault: Phantom Renaissance,['Single-player'],9.99,34640,Wargaming.net,2005
Strategy,Massive Assault,['Single-player'],9.99,34630,Wargaming.net,2003
Action,Serious Sam HD: The First Encounter,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,41000,Croteam,2009
Adventure,Secret Files 2: Puritas Cordis,['Single-player'],9.99,40340,Animation Arts,2009
Action,Aztaka,['Single-player'],4.99,37100,Citeremis Inc.,2009
Strategy,For The Glory: A Europa Universalis Game,"['Single-player', 'Multi-player']",9.99,42810,Crystal Empire Games,2009
Action,Call of Duty®: Modern Warfare® 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']",19.99,10180,"Infinity Ward,Aspyr (Mac)",2009
Adventure,LEGO® Star Wars™ - The Complete Saga,"['Single-player', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud']",19.99,32440,"Traveller's Tales,Feral Interactive (Mac)",2009
Strategy,Command &amp; Conquer 3: Tiberium Wars,['Single-player'],14.99,24790,EA Los Angeles,2007
Strategy,Command &amp; Conquer 3: Kane's Wrath,"['Single-player', 'Multi-player']",19.99,24810,EA Los Angeles,2009
Simulation,Gratuitous Space Battles,"['Single-player', 'Multi-player', 'Steam Trading Cards']",14.99,41800,Positech Games,2009
Simulation,Wings of Prey,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",9.99,45300,Gaijin Entertainment,2009
Action,The Bard's Tale,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,41900,inXile Entertainment,2005
Action,Defence Alliance 2,"['Single-player', 'Multi-player', 'Co-op', 'Mods']",Free,35420,Defence Alliance Team,2009
Action,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",19.99,32430,"LucasArts,Aspyr Studios",2009
Strategy,Gratuitous Space Battles: The Tribe,"['Single-player', 'Multi-player', 'Downloadable Content']",5.99,41802,Positech Games,2009
Simulation,Build-A-Lot,['Single-player'],9.99,38080,Hip Soft,2007
Simulation,Build-A-Lot 2: Town of the Year,['Single-player'],9.99,38090,Hip Soft,2008
Simulation,Build-A-Lot 3: Passport to Europe,['Single-player'],9.99,38100,Hip Soft,2009
Simulation,Coconut Queen,['Single-player'],9.99,38070,iWin,2009
Action,Devil May Cry 4,"['Single-player', 'Full controller support']",19.99,45700,Capcom,2008
Action,Avencast: Rise of the Mage,['Single-player'],9.99,46410,ClockStone Studios,2010
Simulation,Build-A-Lot 4: Power Source,['Single-player'],9.99,38110,Hip Soft,2009
Action,"Pirates, Vikings, and Knights II","['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Mods', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Includes Source SDK']",Free,17570,Octoshark Studios,2010
Strategy,Westward® IV: All Aboard,['Single-player'],6.99,36310,Sandlot Games,2010
Adventure,Iron Roses,['Single-player'],6.99,36320,Cateia Games,2010
Strategy,UFO: Extraterrestrials Gold,['Single-player'],9.99,37030,Chaos Concept,2010
Adventure,LEGO® Indiana Jones™ 2: The Adventure Continues,"['Single-player', 'Shared/Split Screen']",19.99,32450,Traveller's Tales,2010
Action,Super Laser  Racer,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",4.99,44100,New Star Games Ltd,2010
Strategy,Hearts of Iron III: Soviet Infantry Pack DLC,"['Multi-player', 'Co-op', 'Downloadable Content']",0.99,25960,Paradox Interactive,2010
Action,NecroVisioN: Lost Company,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",6.99,46250,The Farm 51,2010
Action,Aliens vs. Predator Swarm Map Pack,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",7.49,10695,Rebellion,2010
Action,Serious Sam Classic: The First Encounter,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Includes level editor']",9.99,41050,Croteam,2001
Simulation,Train Simulator: Fort Kent to Eagle Lake Route Add-On,"['Single-player', 'Downloadable Content']",19.99,24055,All Aboard,2010
Action,Mount &amp; Blade: Warband,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,48700,TaleWorlds Entertainment,2010
Action,Coniclysm,"['Single-player', 'Full controller support', 'Partial Controller Support']",4.99,39900,ZoopTEK,2010
Action,Plain Sight,"['Multi-player', 'Steam Achievements', 'Steam Leaderboards']",4.99,49900,Beatnik Games,2010
Action,Lead and Gold: Gangs of the Wild West,"['Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,42120,Fatshark,2010
Action,Grand Theft Auto: Episodes from Liberty City,"['Single-player', 'Multi-player']",19.99,12220,Rockstar North / Toronto,2010
Action,Dark Void™ Zero,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",4.99,45730,Other Ocean Interactive,2010
Action,Beat Hazard,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,49600,Cold Beam Games,2010
Adventure,Sam &amp; Max: The Devil’s Playhouse,['Single-player'],19.99,901399,Telltale Games,2010
Simulation,M.U.D. TV,['Single-player'],9.99,43500,Realmforge Studios,2010
Simulation,Wings of Luftwaffe Add-on,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",4.99,45302,Gaijin Entertainment,2010
Adventure,The Misadventures of P.B. Winterbottom,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,40930,The Odd Gentlemen,2010
Action,AquaNox 2: Revelation,['Single-player'],4.99,39640,THQ Nordic,2003
Action,AquaNox,"['Single-player', 'Multi-player']",4.99,39630,THQ Nordic,2001
Strategy,Napoleon: Total War™ - Coalition Battle Pack,['Downloadable Content'],2.99,34178,"The Creative Assembly,Feral Interactive (Mac)",2010
Action,Biozone,['Single-player'],9.99,19080,G5 Entertainment,2010
Action,Rocket Knight,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,19030,Climax Studios,2010
Action,Flight of the Icarus,['Single-player'],4.99,49800,Muse Games,2010
Action,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,['Single-player'],19.99,901478,Ubisoft,2010
Action,Altered Beast™,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",2.99,34281,SEGA,2010
Action,Comix Zone™,['Single-player'],2.99,34272,SEGA,2010
Action,SEGA Mega Drive and Genesis Classics,"['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']",61.99,34270,D3T Limited,2010
Action,Golden Axe™,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",2.99,34276,SEGA,2010
Action,Ecco the Dolphin™,"['Single-player', 'Partial Controller Support']",2.99,34274,SEGA,2010
Strategy,Gain Ground™,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",2.99,34275,SEGA,2010
Action,Shinobi™ III: Return of the Ninja Master,"['Single-player', 'Partial Controller Support']",2.99,34277,SEGA,2010
Action,Crack Down™,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",2.99,34273,SEGA,2010
Action,VectorMan™,"['Single-player', 'Partial Controller Support']",2.99,34280,SEGA,2010
Action,Shadow Dancer™,"['Single-player', 'Partial Controller Support']",2.99,34282,SEGA,2010
Action,Space Harrier™ II,"['Single-player', 'Partial Controller Support']",2.99,34279,SEGA,2010
Action,Alpha Protocol™,['Single-player'],14.99,34010,Obsidian Entertainment,2010
Action,Alien Breed: Impact,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",9.99,22610,Team17 Software Ltd.,2010
Strategy,Defense Grid: Resurgence Map Pack 1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",0.99,18508,Hidden Path Entertainment,2010
Action,Alien Swarm,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Stats', 'Includes level editor']",Free,630,Valve,2010
Simulation,SimCity™ 4 Deluxe Edition,['Single-player'],19.99,24780,"EA - Maxis,Aspyr (Mac)",2003
Strategy,Disciples III - Renaissance Steam Special Edition,"['Single-player', 'Multi-player', 'Steam Achievements']",14.99,33670,"Akella,.dat",2010
Action,Razor2: Hidden Skies,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,34920,Invent4 Entertainment,2010
Strategy,The Settlers 7: Uncharted Land Map Pack,"['Single-player', 'Multi-player', 'Downloadable Content']",3.99,48136,Blue Byte,2010
Action,Kane &amp; Lynch 2: Dog Days,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards']",9.99,28000,IO Interactive,2010
Simulation,The Guild II Renaissance,['Single-player'],9.99,39680,Rune Forge,2010
Strategy,Hearts of Iron III DLC: German II Spritepack,"['Multi-player', 'Co-op', 'Downloadable Content']",0.99,25962,Paradox Interactive,2010
Simulation,Trainz Simulator DLC: Blue Comet,"['Single-player', 'Downloadable Content']",19.99,24634,N3V Games,2010
Strategy,Fantasy Wars,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",4.99,63900,Ino-Co,2010
Action,Mafia II,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",29.99,50130,"2K Czech,Feral Interactive (Mac)",2011
Simulation,Train Simulator: Network Southeast Class 47 Loco Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,24075,Dovetail Games,2010
Action,Burn Zombie Burn!,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,50510,doublesix,2010
Strategy,Victoria I Complete,['Multi-player'],9.99,42980,Paradox Development Studio,2010
Simulation,Ship Simulator Extremes,"['Single-player', 'Multi-player']",19.99,48800,VStep,2010
Strategy,Worms Reloaded,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,22600,Team17 Digital Ltd,2010
Simulation,Making History II: The War of the World,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",14.99,46770,Muzzy Lane Software,2010
Action,Arma 2: British Armed Forces,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support']",8.99,65700,Bohemia Interactive,2010
Strategy,Victoria II,"['Single-player', 'Multi-player', 'Steam Trading Cards']",19.99,42960,Paradox Development Studio,2010
Action,Kane &amp; Lynch 2: The Doggie Bag,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']",5.99,28010,IO Interactive,2010
Action,Kane &amp; Lynch 2: Multiplayer Masks Pack,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']",1.99,28012,IO Interactive,2010
Simulation,Trainz: Classic Cabon City,['Single-player'],19.99,24640,N3V Games,2010
Action,Kane &amp; Lynch 2: Alliance Weapon Pack,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']",2.99,28011,IO Interactive,2010
Strategy,Cossacks: Back to War,"['Single-player', 'Multi-player']",4.99,4850,GSC Game World,2002
Adventure,Broken Sword: Director's Cut,['Single-player'],5.99,57640,Revolution Software Ltd,2010
Action,Mafia II DLC: Jimmy's Vendetta,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']",9.99,50145,"2K Czech,Feral Interactive (Mac)",2010
Action,Sniper: Ghost Warrior - Map Pack,"['Multi-player', 'Downloadable Content']",1.99,34841,City Interactive,2010
Action,VVVVVV,"['Single-player', 'Full controller support']",4.99,70300,Terry Cavanagh,2010
Strategy,The Settlers 7: Conquest - The Empire Expansion DLC,"['Single-player', 'Multi-player', 'Downloadable Content']",3.99,48137,Blue Byte,2010
Action,Amnesia: The Dark Descent,"['Single-player', 'Full controller support', 'Captions available', 'Commentary available']",19.99,57300,Frictional Games,2010
Action,Swarm Arena,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",3.99,46600,Dedication Games,2010
Action,Super Thunder Blade™,"['Single-player', 'Partial Controller Support']",2.99,34314,SEGA,2010
Action,Galaxy Force II™,"['Single-player', 'Partial Controller Support']",2.99,34310,SEGA,2010
Simulation,Hacker Evolution,"['Single-player', 'Steam Trading Cards']",4.99,70100,exosyphen studios,2010
Simulation,Hacker Evolution: Untold,"['Single-player', 'Steam Trading Cards']",4.99,70110,exosyphen studios,2010
Strategy,Patrician IV - Steam Special Edition,['Single-player'],14.99,57620,Gaming Minds Studios,2010
Action,Bonanza Bros.™,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",2.99,34284,SEGA,2010
Strategy,King's Bounty: Crossworlds,"['Single-player', 'Steam Cloud', 'Includes level editor']",14.99,63910,Katauri Interactive,2010
Simulation,Train Simulator: Green &amp; Gold HST DMU Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,24082,Dovetail Games,2010
Strategy,Sid Meier's Civilization® V,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",29.99,8930,"Firaxis Games,Aspyr (Mac, Linux)",2010
Strategy,Commander: Conquest of the Americas - Colonial Navy,"['Single-player', 'Downloadable Content', 'Steam Achievements']",4.99,49310,Nitro Games,2010
Action,Serious Sam Classic: The Second Encounter,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Includes level editor']",9.99,41060,Croteam,2002
Strategy,Star Ruler,"['Single-player', 'Multi-player']",9.99,70900,Blind Mind Studios,2010
Action,Blade Kitten,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2.99,9940,Krome Studios,2010
Action,Alien Breed 2: Assault,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,22650,Team17 Digital Ltd,2010
Action,Darksiders™,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",19.99,50620,Vigil Games,2010
Simulation,X: Beyond the Frontier,"['Single-player', 'Steam Cloud']",4.99,2840,Egosoft,1999
Strategy,The Kings' Crusade,"['Single-player', 'Multi-player']",9.99,42920,NeoCoreGames,2010
Action,Guild Wars: Eye of the North®,"['Single-player', 'Multi-player', 'MMO', 'Co-op']",19.99,29700,ArenaNet®,2007
Simulation,X: Tension,"['Single-player', 'Steam Cloud']",4.99,2850,Egosoft,2000
Strategy,Age of Wonders II: The Wizard's Throne,"['Single-player', 'Multi-player']",9.99,61510,Triumph Studios,2010
Adventure,Governor of Poker 2,['Single-player'],7.99,70200,I Sioux Game Productions B.V.,2010
Adventure,Governor of Poker 2 - Premium Edition,['Single-player'],14.99,70210,I Sioux Game Productions B.V.,2010
Strategy,Age of Wonders Shadow Magic,"['Single-player', 'Multi-player']",9.99,61520,Triumph Studios,2010
Strategy,Age of Wonders,"['Single-player', 'Multi-player']",5.99,61500,Triumph Studios,2010
Action,Medal of Honor™,"['Single-player', 'Multi-player']",19.99,47790,Electronic Arts,2010
Strategy,Grotesque Tactics: Evil Heroes,"['Single-player', 'Steam Achievements']",9.99,46450,"Headup Games,Silent Dreams",2010
Action,Lost Planet® 2,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",19.99,45750,"CAPCOM CO., LTD.",2010
