genero,title,specs,price,id,developer,anio,playtime_forever
Action,Dark Void™ Zero,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",4.99,45730,Other Ocean Interactive,2010,1581
Action,Beat Hazard,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,49600,Cold Beam Games,2010,490778
Simulation,M.U.D. TV,['Single-player'],9.99,43500,Realmforge Studios,2010,6670
Adventure,The Misadventures of P.B. Winterbottom,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,40930,The Odd Gentlemen,2010,22725
Action,AquaNox 2: Revelation,['Single-player'],4.99,39640,THQ Nordic,2003,2258
Action,AquaNox,"['Single-player', 'Multi-player']",4.99,39630,THQ Nordic,2001,1428
Action,Biozone,['Single-player'],9.99,19080,G5 Entertainment,2010,106
Action,Rocket Knight,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,19030,Climax Studios,2010,2467
Action,Flight of the Icarus,['Single-player'],4.99,49800,Muse Games,2010,17816
Action,SEGA Mega Drive and Genesis Classics,"['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']",61.99,34270,D3T Limited,2010,294160
Action,Alpha Protocol™,['Single-player'],14.99,34010,Obsidian Entertainment,2010,233088
Action,Alien Breed: Impact,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",9.99,22610,Team17 Software Ltd.,2010,43436
Simulation,SimCity™ 4 Deluxe Edition,['Single-player'],19.99,24780,"EA - Maxis,Aspyr (Mac)",2003,1351720
Strategy,Disciples III - Renaissance Steam Special Edition,"['Single-player', 'Multi-player', 'Steam Achievements']",14.99,33670,"Akella,.dat",2010,73459
Action,Razor2: Hidden Skies,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,34920,Invent4 Entertainment,2010,4195
Action,Kane &amp; Lynch 2: Dog Days,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards']",9.99,28000,IO Interactive,2010,93154
Simulation,The Guild II Renaissance,['Single-player'],9.99,39680,Rune Forge,2010,227691
Strategy,Fantasy Wars,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",4.99,63900,Ino-Co,2010,12602
Action,Mafia II,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",29.99,50130,"2K Czech,Feral Interactive (Mac)",2011,2792604
Action,Burn Zombie Burn!,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,50510,doublesix,2010,7178
Strategy,Victoria I Complete,['Multi-player'],9.99,42980,Paradox Development Studio,2010,13723
Simulation,Ship Simulator Extremes,"['Single-player', 'Multi-player']",19.99,48800,VStep,2010,136566
Strategy,Worms Reloaded,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,22600,Team17 Digital Ltd,2010,840005
Simulation,Making History II: The War of the World,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",14.99,46770,Muzzy Lane Software,2010,62823
Action,Arma 2: British Armed Forces,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support']",8.99,65700,Bohemia Interactive,2010,71425
Strategy,Victoria II,"['Single-player', 'Multi-player', 'Steam Trading Cards']",19.99,42960,Paradox Development Studio,2010,1793007
Simulation,Trainz: Classic Cabon City,['Single-player'],19.99,24640,N3V Games,2010,2968
Strategy,Cossacks: Back to War,"['Single-player', 'Multi-player']",4.99,4850,GSC Game World,2002,46090
Adventure,Broken Sword: Director's Cut,['Single-player'],5.99,57640,Revolution Software Ltd,2010,33562
Action,VVVVVV,"['Single-player', 'Full controller support']",4.99,70300,Terry Cavanagh,2010,205792
Action,Amnesia: The Dark Descent,"['Single-player', 'Full controller support', 'Captions available', 'Commentary available']",19.99,57300,Frictional Games,2010,1418930
Action,Swarm Arena,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",3.99,46600,Dedication Games,2010,3320
Simulation,Hacker Evolution,"['Single-player', 'Steam Trading Cards']",4.99,70100,exosyphen studios,2010,133826
Simulation,Hacker Evolution: Untold,"['Single-player', 'Steam Trading Cards']",4.99,70110,exosyphen studios,2010,109143
Strategy,Patrician IV - Steam Special Edition,['Single-player'],14.99,57620,Gaming Minds Studios,2010,63524
Strategy,King's Bounty: Crossworlds,"['Single-player', 'Steam Cloud', 'Includes level editor']",14.99,63910,Katauri Interactive,2010,166778
Strategy,Sid Meier's Civilization® V,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",29.99,8930,"Firaxis Games,Aspyr (Mac, Linux)",2010,81187409
Action,Serious Sam Classic: The Second Encounter,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Includes level editor']",9.99,41060,Croteam,2002,36362
Strategy,Star Ruler,"['Single-player', 'Multi-player']",9.99,70900,Blind Mind Studios,2010,62407
Action,Blade Kitten,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2.99,9940,Krome Studios,2010,41488
Action,Alien Breed 2: Assault,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,22650,Team17 Digital Ltd,2010,32010
Action,Darksiders™,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",19.99,50620,Vigil Games,2010,1655803
Simulation,X: Beyond the Frontier,"['Single-player', 'Steam Cloud']",4.99,2840,Egosoft,1999,13912
Strategy,The Kings' Crusade,"['Single-player', 'Multi-player']",9.99,42920,NeoCoreGames,2010,21507
Simulation,X: Tension,"['Single-player', 'Steam Cloud']",4.99,2850,Egosoft,2000,1001
Strategy,Age of Wonders II: The Wizard's Throne,"['Single-player', 'Multi-player']",9.99,61510,Triumph Studios,2010,33840
Adventure,Governor of Poker 2,['Single-player'],7.99,70200,I Sioux Game Productions B.V.,2010,12478
Adventure,Governor of Poker 2 - Premium Edition,['Single-player'],14.99,70210,I Sioux Game Productions B.V.,2010,23178
Strategy,Age of Wonders Shadow Magic,"['Single-player', 'Multi-player']",9.99,61520,Triumph Studios,2010,43926
Strategy,Age of Wonders,"['Single-player', 'Multi-player']",5.99,61500,Triumph Studios,2010,31293
Action,Medal of Honor™,"['Single-player', 'Multi-player']",19.99,47790,Electronic Arts,2010,426124
Strategy,Grotesque Tactics: Evil Heroes,"['Single-player', 'Steam Achievements']",9.99,46450,"Headup Games,Silent Dreams",2010,41324
Action,Lost Planet® 2,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",19.99,45750,"CAPCOM CO., LTD.",2010,125488
Adventure,Doc Clock: The Toasted Sandwich of Time,"['Single-player', 'Steam Achievements']",4.99,57800,Stickmen Studios,2010,7521
Action,Fallout: New Vegas,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,22380,Obsidian Entertainment,2010,34028306
Action,The Polynomial - Space of the music,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",6.99,67000,Dmytry Lavrov,2010,10944
Adventure,Puzzle Bots,['Single-player'],4.99,80300,Ivy Games,2010,8361
Racing,Nimbus,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,50000,Noumenon Games,2010,9676
Action,DeathSpank,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,18040,Hothead Games,2010,58301
Action,Shank,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",9.99,6120,Klei Entertainment,2010,85228
Action,The Ball,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,35460,Teotl Studios,2010,57522
Action,STAR WARS™: The Force Unleashed™ II,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",19.99,32500,Aspyr Studios,2010,417699
Action,Flight Control HD,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",4.99,62000,Firemint,2010,31630
Simulation,Patrician III,['Single-player'],4.99,33570,Ascaron Entertainment ltd.,2010,28728
Action,BIT.TRIP BEAT,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,63700,Gaijin Games,2010,73076
Adventure,Clones,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",4.99,72400,Tomkorp Computer Solutions Inc.,2010,1445
Action,Pound of Ground,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",9.99,33980,Centauri Production,2010,4191
Adventure,Alternativa,"['Single-player', 'Steam Cloud']",12.99,33990,Centauri Production,2010,833
Strategy,Archon Classic,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,65400,React Games,2010,2395
Action,Call of Duty®: Black Ops,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled']",39.99,42700,Treyarch,2010,8616029
Action,Oddworld: Munch's Oddysee,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,15740,Oddworld Inhabitants,2010,62836
Action,Oddworld: Stranger's Wrath HD,"['Single-player', 'Steam Achievements']",9.99,15750,Oddworld Inhabitants,2010,104162
Adventure,Back to the Future: The Game,['Single-player'],19.99,31290,Telltale Games,2010,100048
Action,Grand Theft Auto III,"['Single-player', 'Partial Controller Support']",9.99,12100,Rockstar Games,2002,303027
Action,Grand Theft Auto: San Andreas,['Single-player'],14.99,12120,Rockstar Games,2005,3179624
Action,Grand Theft Auto: Vice City,"['Single-player', 'Partial Controller Support']",9.99,12110,Rockstar Games,2003,806531
Action,Zeit²,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,33390,Brightside Games,2011,248
Action,A.R.E.S.: Extinction Agenda,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,92300,Extend Studio,2011,51961
Action,APOX,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",14.99,80000,BlueGiant Interactive,2011,15572
Action,Dead Space™ 2,"['Single-player', 'Multi-player', 'Partial Controller Support']",19.99,47780,Visceral Games,2011,631465
Adventure,Drawn®: The Painted Tower,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,51060,Big Fish Studios,2011,1736
Adventure,Kaptain Brawe: A Brawe New World,['Single-player'],4.99,65080,Cateia Games,2011,1304
Action,Monday Night Combat,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",4.99,63200,Uber Entertainment,2011,492473
Action,Luxor: 5th Passage,['Single-player'],9.99,60340,MumboJumbo,2011,7560
Simulation,The Sims™ 3,['Single-player'],19.99,47890,The Sims Studio,2009,6315551
Action,Who's That Flying?!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",5.99,57700,Mediatonic,2011,3096
Adventure,Myst: Masterpiece Edition,['Single-player'],5.99,63660,Cyan Worlds,2011,5291
Racing,Test Drive Unlimited 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements']",19.99,9930,Eden Studios,2011,1014125
Strategy,DUNGEONS - Steam Special Edition,['Single-player'],9.99,57650,Realmforge Studios,2011,91420
Strategy,RISK™: Factions,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",9.99,47800,Stainless Games,2011,50272
Action,BIT.TRIP RUNNER,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,63710,Gaijin Games,2011,322789
Action,Homefront,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",19.99,55100,"Kaos Studios,Digital Extremes",2011,655016
Simulation,Fate of the World,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,80200,Red Redemption,2011,30658
Action,Shadow Harvest: Phantom Ops,"['Single-player', 'Steam Cloud']",9.99,92700,Black Lion Studios,2011,1561
Racing,STCC The Game 2 – Expansion Pack for RACE 07,"['Single-player', 'Multi-player', 'Downloadable Content']",3.99,44620,SimBin,2011,73887
Action,Anomaly: Warzone Earth,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,91200,11 bit studios,2011,172137
Strategy,Armada 2526,"['Single-player', 'Shared/Split Screen']",14.99,46790,Ntronium Games,2010,10559
Strategy,Darkest Hour: A Hearts of Iron Game,"['Single-player', 'Multi-player']",9.99,73170,Martin Ivanov,2011,261187
Action,Dino D-Day,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats']",9.99,70000,800 North and Digital Ranch,2011,1147978
Strategy,Patrician IV: Rise of a Dynasty,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",9.99,57730,Gaming Minds Studios,2011,31048
Action,Portal 2,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']",19.99,620,Valve,2011,26161190
Action,Sanctum,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,91600,Coffee Stain Studios,2011,1402416
Strategy,Majesty 2 Collection,"['Single-player', 'Multi-player']",19.99,73020,1C:InoCo,2011,145415
Strategy,Frozen Synapse,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Turn Notifications']",24.99,98200,Mode 7,2011,396450
Action,Hunted: The Demon’s Forge™,"['Partial Controller Support', 'Steam Cloud']",4.99,22450,inXile Entertainment,2011,34576
Adventure,Hamilton's Great Adventure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,42140,Fatshark,2011,25745
Adventure,Still Life 2,['Single-player'],7.99,46490,Microids,2009,8132
Adventure,Still Life,['Single-player'],7.99,46480,Microids,2005,19137
Action,Dungeon Siege III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud']",14.99,39160,Obsidian Entertainment,2011,289313
Action,Duke Nukem Forever,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,57900,Gearbox Software,2011,656168
Action,A.V.A. Alliance of Valiant Arms™,"['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards']",Free to Play,102700,Red Duck Inc.,2011,285920
Action,Spiral Knights,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",Free to Play,99900,Grey Havens,2011,17083206
Strategy,Two Worlds II Castle Defense,['Single-player'],9.99,7530,Reality Pump Studios,2011,11964
Strategy,Magic: The Gathering - Duels of the Planeswalkers 2012,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,49470,Stainless Games Ltd,2011,934023
Strategy,Ironclads: Schleswig War 1864,['Single-player'],9.99,46760,Totem Games,2011,582
Strategy,Ironclads: Anglo Russian War 1866,['Single-player'],9.99,46830,Totem games,2011,747
Strategy,Ironclads: Chincha Islands War 1866,['Single-player'],9.99,46840,Totem Games,2011,145
Action,F.E.A.R. 3,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,21100,Day 1 Studios,2011,722895
Action,Dungeons and Dragons: Daggerdale,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",14.99,99100,Bedlam Games,2011,15837
Racing,RETRO – Expansion Pack for RACE 07,"['Single-player', 'Multi-player', 'Downloadable Content']",3.99,44660,SimBin,2011,73871
Adventure,Puzzle Agent 2,"['Single-player', 'Steam Achievements']",9.99,94590,Telltale Games,2011,27119
Action,Tobe's Vertical Adventure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",0.99,105700,Secret Base,2011,3166
Adventure,Runespell: Overture,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,102200,Mystic Box,2011,42228
Adventure,Nancy Drew®: Secrets Can Kill REMASTERED,['Single-player'],6.99,42210,HeR Interactive,2010,2796
Action,ARMA: Cold War Assault,['Single-player'],4.99,65790,Bohemia Interactive,2011,215775
Simulation,Tropico 4,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,57690,Haemimont Games,2011,2826845
Adventure,Nancy Drew®: The Captive Curse,['Single-player'],6.99,42220,HeR Interactive,2011,3975
